34343310-DS;AMDSHGV;Anlagenmechaniker/in + duales Studium Handwerk;Anlagenmechaniker/in + duales Studium Handwerk;1027_34343310-DS
25102004;IM;Industriemechaniker/Industriemechanikerin;Industriemechaniker/Industriemechanikerin;1027_25102004
62302370;FPFHVB;Fachpraktiker/in für Fachverkauf im Lebensmittelha;Fachpraktiker/in für Fachverkauf im Lebensmittelhandwerk (§42r HwO);1027_62302370
51622310;SLHVL;Kaufmann/Kauffrau für Spedition und Logistikdienst;Kaufmann/Kauffrau für Spedition und Logistikdienstleistung Handwerk;1027_51622310
26212310;BEHME;Bearbeiter/in für Elektroinstallationen (§42r HwO);Bearbeiter/in für Elektroinstallationen (§42r HwO);1027_26212310
25212003;KBA;Karosseriebearbeiter/Karosseriebearbeiterin;Karosseriebearbeiter/Karosseriebearbeiterin;1027_25212003
43412001;MTS;Mathematisch-technischer Softwareentwickler/Mathem;Mathematisch-technischer Softwareentwickler/Mathematisch-technische Softwareentwicklerin;1027_43412001
93622010;HIMIPK;Holzblasinstrumentenmacher/in Industrie;Holzblasinstrumentenmacher/in Industrie;1027_93622010
62102003;VK;Verkäufer/Verkäuferin;Verkäufer/Verkäuferin;1027_62102003
51332010;FHLIVL;Fachkraft für Hafenlogistik;Fachkraft für Hafenlogistik;1027_51332010
71402710;FBÖUO;Fachangestellte/r für Bürokommunikation Öffentlich;Fachangestellte/r für Bürokommunikation Öffentlicher Dienst;1027_71402710
21222022;VMTIRK;Verfahrensmechaniker/in in der Steine- und Erdenin;Verfahrensmechaniker/in in der Steine- und Erdenindustrie FR Transportbeton;1027_21222022
29132610;BRLLM;Brenner/in Landwirtschaft;Brenner/in Landwirtschaft;1027_29132610
51312010;FLLIVL;Fachkraft für Lagerlogistik Industrie;Fachkraft für Lagerlogistik Industrie;1027_51312010
28332004-SB;MSM-SB;Maßschuhmacher/Maßschuhmacherin - Fachrichtung Sch;Maßschuhmacher/Maßschuhmacherin - Fachrichtung Schaftbau;1027_28332004-SB
11322003-SR;PW-SR;Pferdewirt/Pferdewirtin - Fachrichtung Spezialreit;Pferdewirt/Pferdewirtin - Fachrichtung Spezialreitweisen;1027_11322003-SR
73212724;SORÖRV;Sozialversicherungsfachangestellte/r FR Gesetzlich;Sozialversicherungsfachangestellte/r FR Gesetzliche Rentenversicherung Öffentlicher Dienst;1027_73212724
28322003;SLS;Schuh- und Lederwarenstepper/Schuh- und Lederwaren;Schuh- und Lederwarenstepper/Schuh- und Lederwarenstepperin;1027_28322003
32102006;FPHB;Fachpraktiker im Hochbau/Fachpraktikerin im Hochba;Fachpraktiker im Hochbau/Fachpraktikerin im Hochbau;1027_32102006
24422050;SCHIMM;Schweißer/in (§66 BBiG);Schweißer/in (§66 BBiG);1027_24422050
24142351;MGKHMM;Metall- und Glockengießer/in FR Kunst- und Glocken;Metall- und Glockengießer/in FR Kunst- und Glockengusstechnik;1027_24142351
34342330;BABHGV;Behälter- und Apparatebauer/in;Behälter- und Apparatebauer/in;1027_34342330
24212034;FKMUDI;Fachkraft für Metalltechnik FR Umform- und Drahtte;Fachkraft für Metalltechnik FR Umform- und Drahttechnik (Industrie);1027_24212034
29302050-BK;FPKILM;Fachpraktiker/in Küche (Beikoch/Beiköchin) (§66 BB;Fachpraktiker/in Küche (Beikoch/Beiköchin) (§66 BBiG);1027_29302050-BK
93332001;HSPM;Holzspielzeugmacher/Holzspielzeugmacherin;Holzspielzeugmacher/Holzspielzeugmacherin;1027_93332001
28332360;SCMHTL;Schuhmacher/in (ausgelaufener Beruf);Schuhmacher/in (ausgelaufener Beruf);1027_28332360
28322001;FKLV;Fachkraft für Lederverarbeitung;Fachkraft für Lederverarbeitung;1027_28322001
25122005-TV;MAF-TV;Maschinen- und Anlagenführer/Maschinen- und Anlage;Maschinen- und Anlagenführer/Maschinen- und Anlagenführerin - Schwerpunkt Textilveredlung;1027_25122005-TV
24112021;VHEIMM;Verfahrensmechaniker/in in der Hütten- und Halbzeu;Verfahrensmechaniker/in in der Hütten- und Halbzeugindustrie FR Eisen- und Stahl-Metallurgie Industrie;1027_24112021
37690510-LI;FKLVIGV;Fachkraft für Lederverarbeitung Industrie;Fachkraft für Lederverarbeitung Industrie;1027_37690510-LI
27232053;TMAIFP;Technische/r Modellbauer/in FR Anschauung Industri;Technische/r Modellbauer/in FR Anschauung Industrie;1027_27232053
12102002;HGB;Helfer im Gartenbau/Helferin im Gartenbau;Helfer im Gartenbau/Helferin im Gartenbau;1027_12102002
43102001-SI;FI-SI;Fachinformatiker/Fachinformatikerin - Fachrichtung;Fachinformatiker/Fachinformatikerin - Fachrichtung Systemintegration;1027_43102001-SI
43102332;FISH;Fachinformatiker/in FR Systemintegration Handwerk;Fachinformatiker/in FR Systemintegration Handwerk;1027_43102332
25212370-NF;KMNHMF;Kraftfahrzeugmechatroniker/in SP Nutzfahrzeugtechn;Kraftfahrzeugmechatroniker/in SP Nutzfahrzeugtechnik Handwerk;1027_25212370-NF
52122001;BKF;Berufskraftfahrer/Berufskraftfahrerin;Berufskraftfahrer/Berufskraftfahrerin;1027_52122001
43112020;INKAIIK;Informatikkaufmann/-kauffrau Industrie;Informatikkaufmann/-kauffrau Industrie;1027_43112020
24412060;SWIMM;Schlosserwerker/in (§66 BBiG) Industrie;Schlosserwerker/in (§66 BBiG) Industrie;1027_24412060
22302030;HWIKH;Holzfachwerker/in (§66 BBiG);Holzfachwerker/in (§66 BBiG);1027_22302030
24232002;FPZT;Fachpraktiker für Zerspanungstechnik/Fachpraktiker;Fachpraktiker für Zerspanungstechnik/Fachpraktikerin für Zerspanungstechnik;1027_24232002
34212310;ASHHGV;Anlagenmechaniker/in für Sanitär-, Heizungs- und K;Anlagenmechaniker/in für Sanitär-, Heizungs- und Klimatechnik Handwerk;1027_34212310
26312004;FPITSE;Fachpraktiker für IT-Systemelektronik/Fachpraktike;Fachpraktiker für IT-Systemelektronik/Fachpraktikerin für IT-Systemelektronik;1027_26312004
99999025;FSTe-STT;FS Te Fr Steintechnik;FS Te Fr Steintechnik;1027_99999025
26112010;MCIME;Mechatroniker/in Industrie;Mechatroniker/in Industrie;1027_26112010
21232023;NSSIRK;Naturwerksteinmechaniker/in FR Steinmetztechnik;Naturwerksteinmechaniker/in FR Steinmetztechnik;1027_21232023
62102001;FPVK;Fachpraktiker im Verkauf/Fachpraktikerin im Verkau;Fachpraktiker im Verkauf/Fachpraktikerin im Verkauf;1027_62102001
26302350;SELIME;Systemelektroniker/in;Systemelektroniker/in;1027_26302350
32252001;KB;Kanalbauer/Kanalbauerin;Kanalbauer/Kanalbauerin;1027_32252001
82522002-DS;AO-DS;Augenoptiker/Augenoptikerin (+ duales Studium);Augenoptiker/Augenoptikerin (+ duales Studium);1027_82522002-DS
21342001;FGT;Flachglastechnologe/Flachglastechnologin;Flachglastechnologe/Flachglastechnologin;1027_21342001
29222002;BFW;Bäckerfachwerker/Bäckerfachwerkerin;Bäckerfachwerker/Bäckerfachwerkerin;1027_29222002
33232001;BWA;Bauwerksabdichter/Bauwerksabdichterin;Bauwerksabdichter/Bauwerksabdichterin;1027_33232001
73112870;RFFRV;Rechtsanwaltsfachangestellte/r;Rechtsanwaltsfachangestellte/r;1027_73112870
73213722-DS;SODSSÖRV;Sozialversicherungsfachangestellte/r + duales Stud;Sozialversicherungsfachangestellte/r + duales Studium FR Knappschaftliche Sozialversicherung Handwerk;1027_73213722-DS
29262003-KF;SWT;Süßwarentechnologe/Süßwarentechnologin;Süßwarentechnologe/Süßwarentechnologin;1027_29262003-KF
71402004;BÜP;Büropraktiker/Büropraktikerin;Büropraktiker/Büropraktikerin;1027_71402004
41422321;WPMH;Werkstoffprüfer/in FR Metalltechnik (Handwerk);Werkstoffprüfer/in FR Metalltechnik (Handwerk);1027_41422321
93522370-MT;SSMHPK;Silberschmied/in SP Metall Handwerk;Silberschmied/in SP Metall Handwerk;1027_93522370-MT
22102055;VKBIKH;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktechnik  FR Bauteile Industrie;1027_22102055
26252080;EAMIME;Elektroanlagenmonteur/in;Elektroanlagenmonteur/in;1027_26252080
25112041;FKMMI;Fachkraft für Metalltechnik FR Montagetechnik (Ind;Fachkraft für Metalltechnik FR Montagetechnik (Industrie);1027_25112041
63112003;TOK;Tourismuskaufmann (Kaufmann für Privat- und Geschä;Tourismuskaufmann (Kaufmann für Privat- und Geschäftsreisen)/Tourismuskauffrau (Kauffrau für Privat- und Geschäftsreisen);1027_63112003
32102004-FS;HBF-FS;Hochbaufacharbeiter/Hochbaufacharbeiterin - Schwer;Hochbaufacharbeiter/Hochbaufacharbeiterin - Schwerpunkt Feuerungs- und Schornsteinbauarbeiten;1027_32102004-FS
99999010;FSAW-AM;FS Agrarwirtsch. Fr Agrarmanagement;FS Agrarwirtsch. Fr Agrarmanagement;1027_99999010
99999002;FSAW-GBG;FS Agrarwirtsch. Fr Gartenbau Sp Gemüse (1J);FS Agrarwirtsch. Fr Gartenbau Sp Gemüse (1J);1027_99999002
29132001;BRN;Brenner/Brennerin;Brenner/Brennerin;1027_29132001
32113010-DS;BSDSIHT;Beton- und Stahlbetonbauer/in + duales Studium Ind;Beton- und Stahlbetonbauer/in + duales Studium Industrie;1027_32113010-DS
33302320;ABFHAB;Ausbaufacharbeiter/in (§42r HwO);Ausbaufacharbeiter/in (§42r HwO);1027_33302320
93532310-FT;GRFHPK;Graveur/in SP Flachgraviertechnik Handwerk;Graveur/in SP Flachgraviertechnik Handwerk;1027_93532310-FT
33212423;MLBK;Maler/in und Lackierer/in FR Bauten- und Korrosion;Maler/in und Lackierer/in FR Bauten- und Korrosionsschutz;1027_33212423
99999092;HBF_GTA;Staatl. gepr. gestaltungstechnische/r Assistent/in;Staatl. gepr. gestaltungstechnische/r Assistent/in;1027_99999092
22112002-VT;MRV-VT;Mechaniker für Reifen- und Vulkanisationstechnik/M;Mechaniker für Reifen- und Vulkanisationstechnik/Mechanikerin für Reifen- und Vulkanisationstechnik - Fachrichtung Vulkanisationstechnik;1027_22112002-VT
52422010;BSIFT;Binnenschiffer/in;Binnenschiffer/in;1027_52422010
33212002;BOHAB;Bauten- und Objektbeschichter/Bauten- und Objektbe;Bauten- und Objektbeschichter/Bauten- und Objektbeschichterin;1027_33212002
22103059;VKDSI;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktechnik + duales Studium Industrie;1027_22103059
73322012;FMBIRV;Fachangestellte/r für Medien- und Informationsdien;Fachangestellte/r für Medien- und Informationsdienste FR Bibliothek Industrie;1027_73322012
93542002-DR;SLhD;Schilder- und Lichtreklamehersteller/Schilder- und;Schilder- und Lichtreklamehersteller/Schilder- und Lichtreklameherstellerin - Schwerpunkt Druck;1027_93542002-DR
12112616;GAOLGF;Gärtner/in FR Obstbau;Gärtner/in FR Obstbau;1027_12112616
24122005-NU;VT-NU;Verfahrenstechnologe Metall/Verfahrenstechnologin ;Verfahrenstechnologe Metall/Verfahrenstechnologin Metall - Fachrichtung Nichteisenmetallumformung;1027_24122005-NU
24132002-MG;GM-MG;Gießereimechaniker/Gießereimechanikerin - Schwerpu;Gießereimechaniker/Gießereimechanikerin - Schwerpunkt Maschinenformguss;1027_24132002-MG
24112003-NM;VHH-NM;Verfahrensmechaniker/Verfahrensmechanikerin in der;Verfahrensmechaniker/Verfahrensmechanikerin in der Hütten- und Halbzeugindustrie - Fachrichtung Nichteisen-Metallurgie;1027_24112003-NM
63302908-R;FKG-RS;Fachkraft für Gastronomie - Schwerpunkt Restaurant;Fachkraft für Gastronomie - Schwerpunkt Restaurantservice;1027_63302908-R
12112002-OB;GÄ-OB;Gärtner/Gärtnerin - Fachrichtung Obstbau;Gärtner/Gärtnerin - Fachrichtung Obstbau;1027_12112002-OB
34342010;KMSIGV;Anlagenmechaniker/in Industrie;Anlagenmechaniker/in Industrie;1027_34342010
32142002-AT;DD-AT;Dachdecker/Dachdeckerin - Schwerpunkt Abdichtungst;Dachdecker/Dachdeckerin - Schwerpunkt Abdichtungstechnik;1027_32142002-AT
93532333;MBZHPK;Metallbildner/in FR Ziseliertechnik Handwerk;Metallbildner/in FR Ziseliertechnik Handwerk;1027_93532333
11212003-SH;TW-SH;Tierwirt/Tierwirtin - Fachrichtung Schweinehaltung;Tierwirt/Tierwirtin - Fachrichtung Schweinehaltung;1027_11212003-SH
24412002;KM;Konstruktionsmechaniker/Konstruktionsmechanikerin;Konstruktionsmechaniker/Konstruktionsmechanikerin;1027_24412002
23422001;FPBB;Fachpraktiker für Buchbinderei/Fachpraktikerin für;Fachpraktiker für Buchbinderei/Fachpraktikerin für Buchbinderei;1027_23422001
21342332-SL;GVSHRK;Glasveredler/in FR Schliff Handwerk;Glasveredler/in FR Schliff Handwerk;1027_21342332-SL
93522124;ESSSDI;Edelsteinschleifer/in FR Schmuckdiamantschleifen (;Edelsteinschleifer/in FR Schmuckdiamantschleifen (Industrie);1027_93522124
91342010;FMSISL;Fachangestellte/r für Markt- und Sozialforschung;Fachangestellte/r für Markt- und Sozialforschung;1027_91342010
93432003-KA;GBL-KA;Glasbläser/Glasbläserin - Fachrichtung Kunstaugen;Glasbläser/Glasbläserin - Fachrichtung Kunstaugen;1027_93432003-KA
31212729;VTÖBA;Vermessungstechniker/in (ohne FR-Angabe) Öffentlic;Vermessungstechniker/in (ohne FR-Angabe) Öffentlicher Dienst;1027_31212729
32142005-EDW;DD-EDW;Dachdecker/Dachdeckerin - Schwerpunkt Energietechn;Dachdecker/Dachdeckerin - Schwerpunkt Energietechnik an Dach und Wand;1027_32142005-EDW
24512330-WB;FMWHMM;Feinwerkmechaniker/in SP Werkzeugbau;Feinwerkmechaniker/in SP Werkzeugbau;1027_24512330-WB
34332004;RWE;Recycling-Werker/Recycling-Werkerin;Recycling-Werker/Recycling-Werkerin;1027_34332004
72123022-DS;KVFDSFIFR;Kaufmann/Kauffrau für Versicherungen und Finanzen ;Kaufmann/Kauffrau für Versicherungen und Finanzen + duales Studium FR Finanzberatung Handwerk;1027_72123022-DS
73282712;VWHÖRV;Verwaltungsfachangestellte/r FR Handwerksorganisat;Verwaltungsfachangestellte/r FR Handwerksorganisation und Industrie- und Handelskammern Öffentlicher Dienst;1027_73282712
32202003-GB;TBFA-GB;Tiefbaufacharbeiter/Tiefbaufacharbeiterin - Schwer;Tiefbaufacharbeiter/Tiefbaufacharbeiterin - Schwerpunkt Gleisbauarbeiten;1027_32202003-GB
34212001;AM-SHK;Anlagenmechaniker für Sanitär-, Heizungs- und Klim;Anlagenmechaniker für Sanitär-, Heizungs- und Klimatechnik/Anlagenmechanikerin für Sanitär-, Heizungs- und Klimatechnik;1027_34212001
73202725;VWLÖRV;Verwaltungsfachangestellte/r FR Landesverwaltung;Verwaltungsfachangestellte/r FR Landesverwaltung;1027_73202725
32142311;DDDHHT;Dachdecker/in FR Dach-, Wand- und Abdichtungstechn;Dachdecker/in FR Dach-, Wand- und Abdichtungstechnik (ausgelaufener Beruf);1027_32142311
26322003-MT;MT-MS;Mikrotechnologe/Mikrotechnologin - Schwerpunkt Mik;Mikrotechnologe/Mikrotechnologin - Schwerpunkt Mikrosystemtechnik;1027_26322003-MT
54152001;FPFZP;Fachpraktiker für Fahrzeugpflege/Fachpraktikerin f;Fachpraktiker für Fahrzeugpflege/Fachpraktikerin für Fahrzeugpflege;1027_54152001
93652001-OB;OB-OB;Orgelbauer/Orgelbauerin - Fachrichtung Orgelbau;Orgelbauer/Orgelbauerin - Fachrichtung Orgelbau;1027_93652001-OB
63302907;FRVG;Fachmann für Restaurants und Veranstaltungsgastron;Fachmann für Restaurants und Veranstaltungsgastronomie / Fachfrau für Restaurants und Veranstaltungsgastronomie;1027_63302907
23412092;DUFIPD;Drucker/in FR Flachdruck Industrie;Drucker/in FR Flachdruck Industrie;1027_23412092
25122001-DP;MAF-DP;Maschinen- und Anlagenführer/Maschinen- und Anlage;Maschinen- und Anlagenführer/Maschinen- und Anlagenführerin - Schwerpunkt Druckweiter- und Papierverarbeitung;1027_25122001-DP
73212004;SOFA-GU;Sozialversicherungsfachangestellter/Sozialversiche;Sozialversicherungsfachangestellter/Sozialversicherungsfachangestellte - Fachrichtung Gesetzliche Unfallversicherung;1027_73212004
24202330;MFWHMM;Metallfachwerker/in (§66 BBiG/§42r HwO) Handwerk;Metallfachwerker/in (§66 BBiG/§42r HwO) Handwerk;1027_24202330
54112350;GWHRB;Gebäudereinigerwerker/in (§42r HwO);Gebäudereinigerwerker/in (§42r HwO);1027_54112350
21363310-DS;FOHDS;Feinoptiker/in + duales Studium Handwerk;Feinoptiker/in + duales Studium Handwerk;1027_21363310-DS
73312711;FMAÖRV;Fachangestellte/r für Medien- und Informationsdien;Fachangestellte/r für Medien- und Informationsdienste FR Archiv Öffentlicher Dienst;1027_73312711
99999043;FSTe-MEDT;FS Te Fr Medizintechnik;FS Te Fr Medizintechnik;1027_99999043
12102640;WGLGF;Werker/in im Gartenbau / Gartenbauhelfer/in (§66 B;Werker/in im Gartenbau / Gartenbauhelfer/in (§66 BBiG);1027_12102640
25122002-LT;MAF-LT;Maschinen- und Anlagenführer/Maschinen- und Anlage;Maschinen- und Anlagenführer/Maschinen- und Anlagenführerin - Schwerpunkt Lebensmitteltechnik;1027_25122002-LT
82542001;ZT;Zahntechniker/Zahntechnikerin;Zahntechniker/Zahntechnikerin;1027_82542001
25122310;MAFHMF;Maschinen- und Anlagenführer/in Handwerk;Maschinen- und Anlagenführer/in Handwerk;1027_25122310
43112001;INK;Informatikkaufmann/-kauffrau;Informatikkaufmann/-kauffrau;1027_43112001
93522008-JW;GS-JW;Goldschmied/Goldschmiedin - Fachrichtung Juwelen;Goldschmied/Goldschmiedin - Fachrichtung Juwelen;1027_93522008-JW
93422010;IKDIPK;Industriekeramiker/in Dekorationstechnik Industrie;Industriekeramiker/in Dekorationstechnik Industrie;1027_93422010
93222010;GVMIPK;Gestalter/in für visuelles Marketing;Gestalter/in für visuelles Marketing;1027_93222010
28222010-HS;MS-HE;Maßschneider/Maßschneiderin - Schwerpunkt Herren;Maßschneider/Maßschneiderin - Schwerpunkt Herren;1027_28222010-HS
24522002-DS;WM-DS;Werkzeugmechaniker/Werkzeugmechanikerin (+ duales ;Werkzeugmechaniker/Werkzeugmechanikerin (+ duales Studium);1027_24522002-DS
93352312;WZWHPK;Wachszieher/in FR Wachsbildnerei Handwerk;Wachszieher/in FR Wachsbildnerei Handwerk;1027_93352312
12122618;GAZLGF;Gärtner/in FR Zierpflanzenbau;Gärtner/in FR Zierpflanzenbau;1027_12122618
24112311;VHEHMM;Verfahrensmechaniker/in in der Hütten- und Halbzeu;Verfahrensmechaniker/in in der Hütten- und Halbzeugindustrie FR Eisen- und Stahl-Metallurgie Handwerk;1027_24112311
61212011;KGAIEH;Kaufmann/Kauffrau im Groß- und Außenhandel FR Auße;Kaufmann/Kauffrau im Groß- und Außenhandel FR Außenhandel Industrie;1027_61212011
71402730;BMÖUO;Kaufmann/Kauffrau für Büromanagement Öffentlicher ;Kaufmann/Kauffrau für Büromanagement Öffentlicher Dienst;1027_71402730
11102003;HLA;Helfer in der Landwirtschaft/Helferin in der Landw;Helfer in der Landwirtschaft/Helferin in der Landwirtschaft;1027_11102003
93352311;WZKHPK;Wachszieher/in FR Kerzenherstellung Handwerk;Wachszieher/in FR Kerzenherstellung Handwerk;1027_93352311
93352003-KH;WAZ-KH;Wachszieher/Wachszieherin - Fachrichtung Kerzenher;Wachszieher/Wachszieherin - Fachrichtung Kerzenherstellung;1027_93352003-KH
24522081;PWMIS;Präzisionswerkzeugmechaniker/in FR Schneidwerkzeug;Präzisionswerkzeugmechaniker/in FR Schneidwerkzeuge Industrie;1027_24522081
99999046;FSTe-TBWL;FS Te Fr Technische BWL (Zusatzqualifikation);FS Te Fr Technische BWL (Zusatzqualifikation);1027_99999046
62302006;VKH-NH;Verkaufskraft im Nahrungsmittelhandwerk;Verkaufskraft im Nahrungsmittelhandwerk;1027_62302006
22102013-MK;VKK-MK;Verfahrensmechaniker für Kunststoff- und Kautschuk;Verfahrensmechaniker für Kunststoff- und Kautschuktechnik/Verfahrensmechanikerin für Kunststoff- und Kautschuktechnik - Fachrichtung Mehrschichtkautschukteile;1027_22102013-MK
28222420;MSD;Maßschneider/in;Maßschneider/in;1027_28222420
21112001-TI;BM-TI;Berg- und Maschinenmann/Berg- und Maschinenfrau - ;Berg- und Maschinenmann/Berg- und Maschinenfrau - Fachrichtung Transport und Instandhaltung;1027_21112001-TI
26252079;IEIME;Industrieelektriker/in (ohne FR-Angabe);Industrieelektriker/in (ohne FR-Angabe);1027_26252079
29302010;BEIILM;Beikoch/Beiköchin (§66 BBiG);Beikoch/Beiköchin (§66 BBiG);1027_29302010
22103342-HZ;VKDSHH;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktechnik + duales Studium FR Halbzeuge Handwerk;1027_22103342-HZ
33222001;STU;Stuckateur/Stuckateurin;Stuckateur/Stuckateurin;1027_33222001
24532310;UMHMM;Uhrmacher/in Handwerk;Uhrmacher/in Handwerk;1027_24532310
22382001;BKC;Böttcher/Böttcherin;Böttcher/Böttcherin;1027_22382001
28312001;FKLG;Fachkraft für Lederherstellung und Gerbereitechnik;Fachkraft für Lederherstellung und Gerbereitechnik;1027_28312001
11232001-IM;TW-IM;Tierwirt/Tierwirtin - Fachrichtung Imkerei;Tierwirt/Tierwirtin - Fachrichtung Imkerei;1027_11232001-IM
41422006-WT;WSP-WT;Werkstoffprüfer/Werkstoffprüferin - Fachrichtung W;Werkstoffprüfer/Werkstoffprüferin - Fachrichtung Wärmebehandlungstechnik;1027_41422006-WT
29262320;SWTHLM;Süßwarentechnologe/-technologin Handwerk;Süßwarentechnologe/-technologin Handwerk;1027_29262320
81313918;FKPIC;Fachkrankenpfleger/in - Intermediate Care;Fachkrankenpfleger/in - Intermediate Care;1027_81313918
61142032;AFAIEH;Automatenfachmann/-fachfrau FR Automatendienstleis;Automatenfachmann/-fachfrau FR Automatendienstleistung;1027_61142032
32122002-DS;MA-DS;Maurer/Maurerin (+ duales Studium);Maurer/Maurerin (+ duales Studium);1027_32122002-DS
32242001;BRB;Brunnenbauer/Brunnenbauerin;Brunnenbauer/Brunnenbauerin;1027_32242001
93332010;HSMIPK;Holzspielzeugmacher/in Industrie;Holzspielzeugmacher/in Industrie;1027_93332010
27232331;TMGHFP;Technische/r Modellbauer/in FR Gießerei Handwerk;Technische/r Modellbauer/in FR Gießerei Handwerk;1027_27232331
22343310;TIDSKH;Tischler/in + duales Studium;Tischler/in + duales Studium;1027_22343310
41432010-AT;BSAIMB;Baustoffprüfer/in FR Asphalttechnik;Baustoffprüfer/in FR Asphalttechnik;1027_41432010-AT
24413089-DS;MBDSIMM;Metallbauer/in + duales Studium (ohne FR-Angabe) I;Metallbauer/in + duales Studium (ohne FR-Angabe) Industrie;1027_24413089-DS
21312002;VGT;Verfahrensmechaniker Glastechnik/Verfahrensmechani;Verfahrensmechaniker Glastechnik/Verfahrensmechanikerin Glastechnik;1027_21312002
52422002;HS;Hafenschiffer/Hafenschifferin;Hafenschiffer/Hafenschifferin;1027_52422002
94612002-PL;BM-PL;Bühnenmaler und -plastiker/Bühnenmalerin und -plas;Bühnenmaler und -plastiker/Bühnenmalerin und -plastikerin - Fachrichtung Plastik;1027_94612002-PL
11322614;PWELLF;Pferdewirt/in FR Pferderennen;Pferdewirt/in FR Pferderennen;1027_11322614
12122002-SG;GÄ-SG;Gärtner/Gärtnerin - Fachrichtung Staudengärtnerei;Gärtner/Gärtnerin - Fachrichtung Staudengärtnerei;1027_12122002-SG
93522383;GSSHPK;Goldschmied/in FR Schmuck Handwerk;Goldschmied/in FR Schmuck Handwerk;1027_93522383
32142004-DT;DD-DT;Dachdecker/Dachdeckerin - Schwerpunkt Dachdeckungs;Dachdecker/Dachdeckerin - Schwerpunkt Dachdeckungstechnik;1027_32142004-DT
33212008;MLFW;Malerfachwerker/Malerfachwerkerin;Malerfachwerker/Malerfachwerkerin;1027_33212008
73312013;FMGIRV;Fachangestellte/r für Medien- und Informationsdien;Fachangestellte/r für Medien- und Informationsdienste FR Bildagentur Industrie;1027_73312013
28222013-ST;TMS-ST;Textil- und Modeschneider/Textil- und Modeschneide;Textil- und Modeschneider/Textil- und Modeschneiderin - Schwerpunkt Schnitttechnik;1027_28222013-ST
22102015-BT;KKT-BT;Kunststoff- und Kautschuktechnologe/Kunststoff- un;Kunststoff- und Kautschuktechnologe/Kunststoff- und Kautschuktechnologin - Fachrichtung Bauteile;1027_22102015-BT
73212008-GU;SOFA-GU;Sozialversicherungsfachangestellter/Sozialversiche;Sozialversicherungsfachangestellter/Sozialversicherungsfachangestellte - Fachrichtung Gesetzliche Unfallversicherung;1027_73212008-GU
22103054;VKDSCMI;Verfahrensmechaniker/in für Kunststoff- und Kautsc;Verfahrensmechaniker/in für Kunststoff- und Kautschuktech.+dual. Stud. FR Compound- und Masterbatchherst. Industrie;1027_22103054
25212007-FK;KFZM-FK;Kraftfahrzeugmechatroniker/Kraftfahrzeugmechatroni;Kraftfahrzeugmechatroniker/Kraftfahrzeugmechatronikerin - Schwerpunkt Fahrzeugkommunikationstechnik;1027_25212007-FK
73112810;NFFRV;Notarfachangestellte/r;Notarfachangestellte/r;1027_73112810
73212006;SOFA-LS;Sozialversicherungsfachangestellter/Sozialversiche;Sozialversicherungsfachangestellter/Sozialversicherungsfachangestellte - Fachrichtung Landwirtschaftliche Sozialversicherung;1027_73212006
99999039;FSTe-LT-KT;FS Te Fr Lebensmitteltechnik Sp Küchentechnik;FS Te Fr Lebensmitteltechnik Sp Küchentechnik;1027_99999039
25212008-KF;KUF-KF;Karosserie- und Fahrzeugbaumechaniker/Karosserie- ;Karosserie- und Fahrzeugbaumechaniker/Karosserie- und Fahrzeugbaumechanikerin - Fachrichtung Karosserie- und Fahrzeugbautechnik;1027_25212008-KF
63302040;HGITH;Helfer/in im Gastgewerbe (§66 BBiG) (36 Monate);Helfer/in im Gastgewerbe (§66 BBiG) (36 Monate);1027_63302040
23412003;MTD;Medientechnologe Druck/Medientechnologin Druck;Medientechnologe Druck/Medientechnologin Druck;1027_23412003
34332060;FPRIGV;Fachpraktiker/in für Recycling;Fachpraktiker/in für Recycling;1027_34332060
22302050-HO;HFIKH;Fachpraktiker/in für Holzverarbeitung (§66 BBiG);Fachpraktiker/in für Holzverarbeitung (§66 BBiG);1027_22302050-HO
24302001;OFB;Oberflächenbeschichter/Oberflächenbeschichterin;Oberflächenbeschichter/Oberflächenbeschichterin;1027_24302001
34332006-AVB;FKA-AVB;Fachkraft für Kreislauf- und Abfallwirtschaft - Sc;Fachkraft für Kreislauf- und Abfallwirtschaft - Schwerpunkt Abfallverwertung und -behandlung;1027_34332006-AVB
24212040;SUMI;Stanz- und Umformmechaniker/in (Industrie);Stanz- und Umformmechaniker/in (Industrie);1027_24212040
24202130;MBFIMM;Metallfeinbearbeiter/in (§66 BBiG) Industrie;Metallfeinbearbeiter/in (§66 BBiG) Industrie;1027_24202130
54132320;TRHRB;Textilreiniger/in Handwerk;Textilreiniger/in Handwerk;1027_54132320
25102002;IFH;Industriefachhelfer/Industriefachhelferin;Industriefachhelfer/Industriefachhelferin;1027_25102002
23412094;DUTIPD;Drucker/in FR Tiefdruck Industrie;Drucker/in FR Tiefdruck Industrie;1027_23412094
21422010;FIFIRK;Figurenkeramformer/in;Figurenkeramformer/in;1027_21422010
27212007-IB--DS;BZ-IB-DS;Bauzeichner/Bauzeichnerin - Schwerpunkt Ingenieurb;Bauzeichner/Bauzeichnerin - Schwerpunkt Ingenieurbau (+ duales Studium);1027_27212007-IB--DS
